area,year,temp_change,co2
Cyprus,2004,0.625,914.7121712975
Cyprus,2003,0.579,917.7058670025
Cyprus,2002,0.808,921.2514937525
Cyprus,2001,1.129,887.6023426025
Cyprus,2000,0.613,847.453418015
Cyprus,1999,1.074,831.09081945
Cyprus,1998,0.935,830.2704043625
Cyprus,1997,-0.005,826.651706795
Cyprus,1996,0.25,819.0833783575
Cyprus,1995,0.045,797.53350701
Cyprus,1994,1.033,773.1755828925
Cyprus,1993,-0.441,761.6780691625
Cyprus,1992,-0.953,733.57027363
Cyprus,1991,0.353,704.35598565
Cyprus,1990,0.062,693.566622225
Denmark,2014,2.68,7362.96580142096
Denmark,2013,0.401,7380.66591211233
Denmark,2012,1.147,7484.69780241921
Denmark,2011,0.697,7642.00247598388
Denmark,2010,-0.189,7786.91504181373
Denmark,2009,1.332,7736.95119835375
Denmark,2008,1.865,7888.33361672816
Denmark,2007,2.144,8033.11864277544
Denmark,2006,1.354,8038.39858566613
Denmark,2005,1.287,8148.66665814821
Denmark,2004,1.037,8392.88343058255
Denmark,2003,0.708,8547.44503107124
Denmark,2002,1.651,8534.70873161076
Denmark,2001,1.045,8611.9154571632
Denmark,2000,1.721,8355.10829286277
Denmark,1999,1.335,8465.65156344192
Denmark,1998,0.872,8572.25402920572
Denmark,1997,0.654,8506.80196089025
Denmark,1996,-0.749,8608.32097420401
Denmark,1995,1.308,8497.61328401879
Denmark,1994,0.968,8437.69390271024
Denmark,1993,0.226,8570.9152817898
Denmark,1992,1.451,8364.64610116621
Denmark,1991,0.616,8279.66224670937
Denmark,1990,1.835,8082.7076134516
European Union,2014,2.057,452695.943070072
European Union,2013,0.901,458525.673635933
European Union,2012,1.315,469808.637546842
European Union,2011,1.143,474490.816761964
European Union,2010,0.488,484704.844801329
European Union,2009,1.326,495012.880473162
European Union,2008,1.388,510421.889519788
European Union,2007,1.683,520923.65690099
European Union,2006,1.126,531707.940879268
European Union,2005,1.03,543442.470359115
European Union,2004,0.92,555673.072414182
European Union,2003,1.061,575051.654505593
European Union,2002,1.203,586079.497621722
European Union,2001,1.315,600252.512233256
European Union,2000,1.399,609440.975898133
European Union,1999,1.074,622775.452019011
European Union,1998,0.87,634900.160179924
European Union,1997,0.719,651528.738611337
European Union,1996,-0.092,665079.336732812
European Union,1995,1.116,668698.051516691
European Union,1994,1.104,669301.26346178
European Union,1993,0.254,686376.82193796
European Union,1992,0.79,695017.254202625
European Union,1991,0.36,715378.704916053
European Union,1990,1.36,734491.057033518
Finland,2014,2.602,5016.97475927124
Finland,2013,1.427,5122.63476634708
Finland,2012,1.548,5264.87608155703
Finland,2011,1.355,5306.52535118825
Finland,2010,0.246,5487.22228155129
Finland,2009,1.699,5404.95544159765
Finland,2008,2.142,5460.81837555993
Finland,2007,1.955,5591.48730557558
Finland,2006,1.216,5731.23824153894
Finland,2005,2.212,5659.29231113621
Finland,2004,1.242,5907.35786486111
Finland,2003,0.729,6092.65311451928
Finland,2002,1.188,6301.45349814581
Finland,2001,1.381,6519.02653867057
Finland,2000,2.04,6661.09848014005
Finland,1999,1.169,6911.88870684184
Finland,1998,0.083,7062.38153640282
Finland,1997,0.8,7308.33510699067
Finland,1996,0.152,7392.08120336162
Finland,1995,1.716,7469.55919015096
Finland,1994,0.158,7674.10373712289
Finland,1993,0.946,7707.9832414101
Finland,1992,1.177,7669.45024354611
Finland,1991,1.15,7714.30236241026
Finland,1990,1.265,7744.71648814565
France,2014,2.027,59761.9528472267
France,2013,0.695,59044.2244613822
France,2012,1.2,60127.5132193103
France,2011,1.514,61629.4557619662
France,2010,0.379,62525.8673176549
France,2009,1.199,62891.0095101663
France,2008,0.982,64028.1148182801
France,2007,1.403,63982.0876839439
France,2006,1.31,64334.0646145919
France,2005,1.025,64648.9662937465
France,2004,0.978,65595.1706935046
France,2003,1.807,67193.6740593953
France,2002,1.055,68554.5511011781
France,2001,1.394,69813.1366322753
France,2000,1.174,70804.6629751047
France,1999,1.19,69712.1789585953
France,1998,0.924,69651.4999955398
France,1997,1.211,69337.9969309813
France,1996,0.157,70531.7294337273
France,1995,1.294,71037.5972489191
France,1994,1.518,70218.6948335419
France,1993,0.295,70105.2675441496
France,1992,0.621,69655.999402699
France,1991,0.224,69716.5189421919
France,1990,1.563,68916.2451844809
Germany,2014,2.516,55527.8634424139
Germany,2013,0.58,56975.0838315538
Germany,2012,1.347,57647.4129377664
Germany,2011,1.119,56966.4720171698
Germany,2010,0.192,58092.1746036375
Germany,2009,1.278,58947.976950009
Germany,2008,1.539,61206.5919907347
Germany,2007,2.086,62176.4396182939
Germany,2006,1.253,64446.0125643471
Germany,2005,1.022,68393.115093358
Germany,2004,0.997,71621.0265587495
Germany,2003,1.253,76675.5132245103
Germany,2002,1.486,80070.7211145719
Germany,2001,1.289,83997.3104199
Germany,2000,1.761,87647.831055257
Germany,1999,1.366,91950.884989181
Germany,1998,1.152,92582.8263981802
Germany,1997,0.559,97821.4079091795
Germany,1996,-0.699,102065.899968129
Germany,1995,1.306,104722.349111503
Germany,1994,1.624,106948.196214421
Germany,1993,0.311,110830.331560082
Germany,1992,1.23,110261.119707033
Germany,1991,0.287,113697.661601505
Germany,1990,1.571,119234.769548572
Greece,2014,1.116,11086.1359200325
Greece,2013,1.394,11155.0325268011
Greece,2012,1.299,11249.2097049828
Greece,2011,0.445,11378.9058333308
Greece,2010,1.629,11540.6404313943
Greece,2009,0.82,11340.9690478372
Greece,2008,0.934,11496.7293651832
Greece,2007,1.146,11542.2810575399
Greece,2006,0.34,11739.036949799
Greece,2005,0.308,11646.3345602405
Greece,2004,0.414,11640.4033662938
Greece,2003,0.47,11651.6730121343
Greece,2002,0.523,11754.7634307252
Greece,2001,1.395,11764.2791122408
Greece,2000,0.75,12816.9911994903
Greece,1999,0.868,13048.393384033
Greece,1998,0.693,13077.547365796
Greece,1997,-0.129,12860.5150592604
Greece,1996,-0.094,12984.3026861401
Greece,1995,0.022,12830.0078211275
Greece,1994,1.12,12710.7969355586
Greece,1993,-0.275,12589.3614976901
Greece,1992,-0.487,12598.7072283314
Greece,1991,-0.157,12513.6486135472
Greece,1990,0.41,12534.1245971224
Hungary,2014,2.236,7613.96898517364
Hungary,2013,1.177,7618.50037046322
Hungary,2012,1.749,7824.92080876326
Hungary,2011,0.913,7821.16627134829
Hungary,2010,0.828,8036.88485856424
Hungary,2009,1.633,8090.37983725947
Hungary,2008,1.516,8251.38147841946
Hungary,2007,2.165,8307.57942063685
Hungary,2006,0.724,8350.81925965161
Hungary,2005,0.258,8443.37560580961
Hungary,2004,0.573,8603.56236475025
Hungary,2003,0.733,9131.88807344021
Hungary,2002,1.443,9011.49654010019
Hungary,2001,1.413,8897.43012339844
Hungary,2000,1.756,8957.81834187386
Hungary,1999,0.621,8998.22978445531
Hungary,1998,1.104,8933.20819016801
Hungary,1997,-0.123,9026.81757363921
Hungary,1996,-0.319,9165.18686943856
Hungary,1995,0.648,9034.22661974485
Hungary,1994,1.76,9389.62326133879
Hungary,1993,0.086,9872.85733548455
Hungary,1992,0.924,10397.6966584347
Hungary,1991,-0.033,11674.0240070414
Hungary,1990,1.095,11967.2425194782
Iceland,2014,1.618,592.490097771568
Iceland,2013,0.697,546.326289750485
Iceland,2012,0.707,545.986934743431
Iceland,2011,0.982,565.841700268254
Iceland,2010,1.172,583.726825693513
Iceland,2009,0.917,583.347081095975
Iceland,2008,0.757,586.608688711014
Iceland,2007,1.103,591.161640049857
Iceland,2006,1.038,589.048342642654
Iceland,2005,0.458,561.803561420248
Iceland,2004,1.237,566.075195778504
Iceland,2003,1.787,564.314880165058
Iceland,2002,0.761,566.717838493313
Iceland,2001,0.556,570.077976632161
Iceland,2000,0.183,558.843790318998
Iceland,1999,0.386,566.017907213725
Iceland,1998,0.129,560.855414397848
Iceland,1997,0.319,548.487618181255
Iceland,1996,0.473,548.365598128893
Iceland,1995,-0.449,540.029936360099
Iceland,1994,-0.213,543.438194954868
Iceland,1993,0.107,532.44604072678
Iceland,1992,0.115,522.840391711536
Iceland,1991,0.659,516.622937656656
Iceland,1990,0.055,521.754007975608
Ireland,2014,1.363,13433.3537485563
Ireland,2013,0.628,13224.5004360501
Ireland,2012,0.706,12891.0378919229
Ireland,2011,0.547,12594.3956182384
Ireland,2010,-0.115,12632.7938618075
Ireland,2009,0.796,12870.7448590899
Ireland,2008,0.83,13206.6583127526
Ireland,2007,1.34,13363.2696736717
Ireland,2006,1.151,13992.2282630042
Ireland,2005,1.164,13980.9114900362
Ireland,2004,0.886,14248.8484604593
Ireland,2003,1.014,15178.8735598674
Ireland,2002,0.822,14525.9879348916
Ireland,2001,0.54,14585.9758649374
Ireland,2000,0.561,14532.2025177425
Ireland,1999,1.066,15104.358411834
Ireland,1998,0.922,15593.8882772154
Ireland,1997,0.961,15348.9427625121
Ireland,1996,-0.021,15369.9949793376
Ireland,1995,1.184,15129.7925232797
Ireland,1994,0.268,15111.276023595
Ireland,1993,0.047,15185.062007503
Ireland,1992,0.428,15172.9904306476
Ireland,1991,0.181,15060.9463728375
Ireland,1990,0.803,14881.8267322304
Italy,2014,1.661,43252.0281137566
Italy,2013,1.015,44074.4060266239
Italy,2012,1.552,46521.3334043081
Italy,2011,1.256,46314.0052529268
Italy,2010,0.774,47942.2582321725
Italy,2009,1.248,48435.6439713659
Italy,2008,1.135,49053.2980477557
Italy,2007,1.557,49560.5043849069
Italy,2006,0.854,49344.3616410495
Italy,2005,0.568,50821.1119885594
Italy,2004,0.752,50476.1196194394
Italy,2003,1.522,52723.3992636202
Italy,2002,0.915,53345.4685247307
Italy,2001,1.519,55366.385563849
Italy,2000,1.216,55514.8052878267
Italy,1999,0.89,55371.7154790509
Italy,1998,0.934,55449.6937982996
Italy,1997,0.916,55889.9048270693
Italy,1996,0.221,55293.8708922891
Italy,1995,0.403,54531.9581289499
Italy,1994,1.492,53920.3139635746
Italy,1993,0.499,53531.2373140554
Italy,1992,0.522,53903.3305059745
Italy,1991,0.012,55829.6777542009
Italy,1990,1.121,54530.7700217967
Japan,2014,0.532,35481.8654615459
Japan,2013,0.598,36065.6870031811
Japan,2012,0.371,36452.8171644772
Japan,2011,0.582,37281.6961298776
Japan,2010,0.909,38272.2554555355
Japan,2009,0.792,37169.9662038379
Japan,2008,0.658,38239.0452791275
Japan,2007,0.99,38451.2188340267
Japan,2006,0.378,38194.7591155809
Japan,2005,0.726,38938.2198407023
Japan,2004,1.108,39000.2112346486
Japan,2003,0.31,37561.2962610553
Japan,2002,0.618,39471.6008685318
Japan,2001,0.405,40248.0449840683
Japan,2000,0.625,41474.3035517523
Japan,1999,0.943,41431.0874022745
Japan,1998,1.193,41366.229671637
Japan,1997,0.446,43678.9620385086
Japan,1996,-0.133,44503.1722518203
Japan,1995,0.345,45806.8361246506
Japan,1994,0.964,47890.2539354229
Japan,1993,0.008,42802.5676779224
Japan,1992,0.327,48083.2641854464
Japan,1991,0.718,46856.5103039108
Japan,1990,1.125,48582.354583789
Liechtenstein,2014,2.217,20.604916295051
Liechtenstein,2013,0.936,19.9010173531568
Liechtenstein,2012,1.628,20.7844563777485
Liechtenstein,2011,1.664,20.3737358553615
Liechtenstein,2010,0.498,19.932714765938
Liechtenstein,2009,1.418,20.4682385094255
Liechtenstein,2008,1.405,20.7477032008307
Liechtenstein,2007,1.95,20.4636383509078
Liechtenstein,2006,0.974,20.0275559533513
Liechtenstein,2005,0.679,19.3132364778163
Liechtenstein,2004,0.916,18.618279576927
Liechtenstein,2003,1.679,18.5453134041077
Liechtenstein,2002,1.398,18.3519930401303
Liechtenstein,2001,1.447,18.0431819588685
Liechtenstein,2000,1.466,17.369543920951
Liechtenstein,1999,0.982,17.6046629524728
Liechtenstein,1998,1.214,18.2353000685398
Liechtenstein,1997,0.959,18.424472166493
Liechtenstein,1996,-0.011,18.739888143299
Liechtenstein,1995,0.914,18.3065757362233
Liechtenstein,1994,1.935,18.4095160207945
Liechtenstein,1993,0.65,18.2064697958675
Liechtenstein,1992,1.106,19.0447482728985
Liechtenstein,1991,0.203,19.427332509758
Liechtenstein,1990,1.324,19.5448681479855
European Union,2008,1.388,149.150632422208
Malta,2014,1.571,196.512672670164
Malta,2013,1.371,188.678404880364
Malta,2012,1.478,186.649388252953
Malta,2011,1.026,185.964580851034
Malta,2010,1.344,196.620159883201
Malta,2009,1.109,185.942106974754
Malta,2008,1.273,174.395966541596
Malta,2007,1.355,173.255722109399
Malta,2006,1.028,161.796877820381
Malta,2005,0.663,149.102920708606
Malta,2004,0.684,139.922725337744
Malta,2003,1.382,134.610429373196
Malta,2002,0.924,133.252574514187
Malta,2001,1.653,132.208824495452
Malta,2000,1.042,130.415984367632
Malta,1999,1.253,118.218004406639
Malta,1998,0.844,113.968647524501
Malta,1997,1.015,121.810701627414
Malta,1996,0.596,114.735396897697
Malta,1995,0.415,112.679326178727
Malta,1994,1.382,107.984439625268
Malta,1993,0.575,100.163487380424
Malta,1992,0.222,91.6735549425145
Malta,1991,0.097,83.84207178692
Malta,1990,1.188,78.2784946699763
Monaco,2013,0.71,2.75869770987175
Monaco,2012,1.379,2.76529965369225
Monaco,2011,1.387,1.5204392572205
Monaco,2010,0.438,2.2046599731715
Monaco,2009,1.459,1.015465806253
Monaco,2008,1.089,2.17628555776875
Monaco,2007,1.642,2.65372153124075
Monaco,2006,1.188,2.61322817193625
Monaco,2005,0.834,2.2835949472065
Monaco,2004,0.908,2.167985793617
Monaco,2003,1.695,1.85785489892875
Monaco,2002,0.951,1.65734907206325
Monaco,2001,1.406,1.9009648622455
Monaco,2000,1.133,2.100792106079
Monaco,1999,0.941,1.84993117768775
Monaco,1998,0.939,1.07595012823325
Monaco,1997,1.312,0.8606488726735
Monaco,1996,0.226,1.347291326578
European Union,2007,1.683,163.03676748804
Monaco,1995,0.689,1.26807228418025
Monaco,1994,1.3,0.849257216906
Monaco,1993,0.461,1.11440107839475
Monaco,1992,0.627,1.42229023836975
Monaco,1991,0.085,1.67470953534925
Monaco,1990,1.261,1.78468944171875
Netherlands,2014,2.558,18771.5091659698
Netherlands,2013,0.421,19166.6903667133
Netherlands,2012,1.141,19178.5113761634
Netherlands,2011,1.062,19508.8084072993
Netherlands,2010,0.091,19991.0218467974
Netherlands,2009,1.215,19915.9141671014
Netherlands,2008,1.421,20131.5259390667
Netherlands,2007,2.061,19995.2227035279
Netherlands,2006,1.498,20009.3230427717
Netherlands,2005,1.245,20384.7089056172
Netherlands,2004,1.157,20966.3301413584
Netherlands,2003,1.201,21683.4239486584
Netherlands,2002,1.527,22787.5104119532
Netherlands,2001,1.27,24252.477084595
Netherlands,2000,1.594,25342.1695646155
Netherlands,1999,1.574,26493.871767821
Netherlands,1998,1.07,27791.9754500505
Netherlands,1997,0.614,28986.5752071457
Netherlands,1996,-0.776,29941.6368265097
Netherlands,1995,1.544,30736.1230802944
Netherlands,1994,1.367,31549.133256387
Netherlands,1993,0.25,32645.9685900643
Netherlands,1992,1.183,32902.2308650947
Netherlands,1991,0.263,33327.3813536039
Netherlands,1990,1.563,32906.2235822508
New Zealand,2014,0.535,34813.0112773416
New Zealand,2013,0.995,34615.5036357438
New Zealand,2012,0.121,34720.8163742651
New Zealand,2011,0.666,34235.4903194342
New Zealand,2010,0.595,34057.8688418782
New Zealand,2009,0.058,34150.6927827583
New Zealand,2008,0.564,33678.6106062512
New Zealand,2007,0.26,34736.4523815952
New Zealand,2006,0.395,36072.4207586266
New Zealand,2005,0.452,35965.9762878402
New Zealand,2004,0.05,35664.0383589404
New Zealand,2003,0.254,35658.5319752869
New Zealand,2002,0.442,35417.1902201137
New Zealand,2001,0.598,35437.3491194536
New Zealand,2000,0.294,35269.0187216559
New Zealand,1999,1.037,34329.4057171005
New Zealand,1998,1.004,33956.0663275481
New Zealand,1997,-0.107,34701.3779378346
New Zealand,1996,0.268,34018.1175394738
New Zealand,1995,0.132,33311.6528910972
New Zealand,1994,-0.064,32947.7413897417
New Zealand,1993,-0.372,32212.7506471288
New Zealand,1992,-0.702,32085.961697341
New Zealand,1991,0.0,32407.4691855982
New Zealand,1990,0.606,32157.5939588451
Norway,2014,2.413,5369.15135574197
Norway,2013,0.797,5341.82845364398
Norway,2012,1.067,5344.4198428745
Norway,2011,1.421,5377.99251864038
Norway,2010,-0.328,5522.60840583578
Norway,2009,1.405,5484.38677327953
Norway,2008,1.633,5562.01889713448
Norway,2007,1.703,5717.367617495
Norway,2006,1.519,5587.77961925883
Norway,2005,1.78,5714.28290780002
Norway,2004,1.315,5923.48070514935
Norway,2003,1.117,5977.83268145929
Norway,2002,1.398,5845.22072585589
Norway,2001,0.625,5998.5660170652
Norway,2000,1.44,5966.43807539703
Norway,1999,1.271,5901.22136802298
Norway,1998,0.393,6004.50907130999
Norway,1997,0.772,6202.65308716493
Norway,1996,-0.052,6209.68053681859
Norway,1995,0.949,6147.24144232192
Norway,1994,0.073,6257.2327960805
Norway,1993,0.702,6189.09783545494
Norway,1992,1.124,6109.90977258505
Norway,1991,0.98,6021.96448777375
Norway,1990,1.524,6032.67910764945
Poland,2014,2.354,41330.2239177884
Poland,2013,0.647,42357.1053674555
Poland,2012,1.38,42588.0293419857
Poland,2011,0.767,42128.0184540177
Poland,2010,0.403,43166.3688921373
Poland,2009,1.276,42979.9466687696
Poland,2008,1.756,44522.5329455041
Poland,2007,2.151,45463.6886549986
Poland,2006,0.84,46921.4656459648
Poland,2005,0.885,47127.6113666599
Poland,2004,0.783,47387.9725173312
Poland,2003,0.365,48078.1252906339
Poland,2002,1.697,48140.6929560793
Poland,2001,1.285,50166.704126627
Poland,2000,1.885,49402.9453474548
Poland,1999,1.202,51883.1145515131
Poland,1998,0.947,53196.211518049
Poland,1997,0.012,56997.5006137546
Poland,1996,-0.785,57780.8910703342
Poland,1995,1.112,58255.2326354076
Poland,1994,1.373,59184.8167449163
Poland,1993,0.071,59798.5582285691
Poland,1992,1.149,60719.2536724422
Poland,1991,0.414,64062.6127156915
Poland,1990,1.712,67064.0400741522
Portugal,2014,1.399,11374.1561796849
Portugal,2013,0.952,11560.465782546
Portugal,2012,0.798,11798.7302349001
Portugal,2011,1.609,12123.974738762
Portugal,2010,1.119,12108.0204084857
Portugal,2009,1.408,12448.6379070819
Portugal,2008,0.627,12553.8952717715
Portugal,2007,0.746,12799.6306415142
Portugal,2006,1.533,13004.4137934613
Portugal,2005,0.972,13508.0444706683
Portugal,2004,1.004,13521.2698686566
Portugal,2003,1.444,13510.7943363221
Portugal,2002,0.665,13270.3197187701
Portugal,2001,1.151,12958.8787386983
Portugal,2000,0.649,12639.4362223485
Portugal,1999,0.62,12743.7715374656
Portugal,1998,1.22,12531.4768578546
Portugal,1997,1.613,12071.4136178801
Portugal,1996,0.759,11866.5224135865
Portugal,1995,1.674,11863.022133925
Portugal,1994,0.695,11493.1647729527
Portugal,1993,-0.188,11040.8233937646
Portugal,1992,0.443,11024.9964012123
Portugal,1991,0.456,10834.9303764926
Portugal,1990,1.408,10599.4817581936
Romania,2014,1.518,29101.498838372
Romania,2013,1.333,29191.884198204
Romania,2012,1.785,29612.0449638371
Romania,2011,0.455,29103.712694332
Romania,2010,1.122,29750.669877696
Romania,2009,1.571,31949.2870169765
Romania,2008,1.298,33537.5507405169
Romania,2007,2.088,34257.4868141058
Romania,2006,0.499,35480.8785188678
Romania,2005,0.279,36102.062476496
Romania,2004,0.538,36332.7137709539
Romania,2003,0.127,37762.3036977547
Romania,2002,1.202,37815.8281581869
Romania,2001,1.52,38303.8426044501
Romania,2000,1.328,36291.1315956144
Romania,1999,0.612,35542.5946511613
Romania,1998,0.786,37069.3177406358
Romania,1997,-0.423,39362.6307016748
Romania,1996,-0.424,42560.8709800098
Romania,1995,0.407,43002.2946675177
Romania,1994,1.724,43060.8333223704
Romania,1993,-0.42,44116.8406111296
Romania,1992,0.361,45874.7728245789
Romania,1991,0.034,51601.7076598056
Romania,1990,1.099,62314.7567421458
Spain,2014,1.558,34450.6511625869
Spain,2013,0.863,34043.956531788
Spain,2012,0.996,34614.9874675765
Spain,2011,1.559,35615.1350344722
Spain,2010,0.86,35291.2127611771
Spain,2009,1.316,37270.5119828752
Spain,2008,0.828,35588.3535943915
Spain,2007,0.794,36422.1025275888
Spain,2006,1.485,35804.8128583556
Spain,2005,0.857,35576.2419918783
Spain,2004,0.961,36137.9677434611
Spain,2003,1.562,36826.7232000656
Spain,2002,0.778,36482.1402838537
Spain,2001,1.381,36310.6338952737
Spain,2000,0.785,35247.7130225363
Spain,1999,0.792,34269.9240249584
Spain,1998,1.163,34044.2064020706
Spain,1997,1.505,33553.5165538679
Spain,1996,0.693,32667.3653350493
Spain,1995,1.418,31370.4074782782
Spain,1994,1.023,30913.1253878026
Spain,1993,-0.073,30056.5712241291
Spain,1992,0.289,30128.9391822298
Spain,1991,0.205,29619.8064908904
Spain,1990,1.442,29575.3539622042
Sweden,2014,2.704,5158.27460523819
Sweden,2013,0.86,5277.9329959555
Sweden,2012,1.318,5377.20589996254
Sweden,2011,1.277,5564.02878754298
Sweden,2010,-0.281,5687.88384904194
Sweden,2009,1.435,5805.53611701953
Sweden,2008,1.962,5936.88253361973
Sweden,2007,1.935,6198.31709727474
Sweden,2006,1.491,6455.72723390608
Sweden,2005,1.827,6559.35989947183
Sweden,2004,1.202,6731.72214167272
Sweden,2003,0.92,6697.65944365526
Sweden,2002,1.57,6905.54276182783
Sweden,2001,1.074,7126.72343791621
Sweden,2000,1.726,7192.46227726898
Sweden,1999,1.367,7404.10061602602
Sweden,1998,0.567,7594.95386962024
Sweden,1997,0.989,7776.31024090937
Sweden,1996,-0.157,7839.9346862074
Sweden,1995,1.265,7882.64884569976
Sweden,1994,0.197,7989.14748730005
Sweden,1993,0.81,8078.73506347173
Sweden,1992,1.375,8083.24368960871
Sweden,1991,1.026,7989.38189793243
Sweden,1990,1.695,7989.91210405711
Switzerland,2014,2.15,5095.06928368112
Switzerland,2013,0.782,5095.04936019242
Switzerland,2012,1.513,5164.95570965621
Switzerland,2011,1.667,5206.27074742073
Switzerland,2010,0.461,5271.57952042053
Switzerland,2009,1.377,5292.02775234507
Switzerland,2008,1.206,5375.4107335135
Switzerland,2007,1.816,5296.65119681511
Switzerland,2006,1.1,5316.96272569942
Switzerland,2005,0.814,5302.88222527316
Switzerland,2004,0.98,5285.8499987863
Switzerland,2003,1.85,5317.73163021896
Switzerland,2002,1.264,5395.26998565461
Switzerland,2001,1.45,5429.09432517074
Switzerland,2000,1.421,5388.96544955272
Switzerland,1999,0.98,5422.28424062902
Switzerland,1998,1.106,5523.54865560759
Switzerland,1997,1.06,5594.1066238157
Switzerland,1996,0.023,5736.9447004692
Switzerland,1995,0.99,5776.09283368107
Switzerland,1994,1.845,5783.90634134274
Switzerland,1993,0.553,5835.37716229404
Switzerland,1992,0.963,5943.5191147313
Switzerland,1991,0.324,6023.58758108533
Switzerland,1990,1.418,6086.29442897972
Turkey,2014,1.3,57137.7139091579
Turkey,2013,1.345,56177.4699248097
Turkey,2012,0.966,58027.0063963444
Turkey,2011,0.391,53909.3461767295
Turkey,2010,2.365,51415.1382065348
Turkey,2009,0.673,49378.7268313077
Turkey,2008,0.837,49560.3882549665
Turkey,2007,0.964,48509.6025985556
Turkey,2006,0.882,46145.6795228267
Turkey,2005,0.433,44591.0371768022
Turkey,2004,0.585,42957.6624479264
Turkey,2003,0.291,43383.3566407907
Turkey,2002,0.786,42186.5818252638
Turkey,2001,1.508,44029.502946249
Turkey,2000,0.513,44821.5030613892
Turkey,1999,1.228,44984.1695687879
Turkey,1998,1.001,43468.3479172528
Turkey,1997,-0.005,43353.8481224517
Turkey,1996,0.274,44230.7805542568
Turkey,1995,0.142,43881.318616833
Turkey,1994,1.202,44126.2636425085
Turkey,1993,-0.819,44556.5476329221
Turkey,1992,-1.251,44659.263861418
Turkey,1991,0.221,44842.0060781142
Turkey,1990,-0.071,43820.3601995038
United Kingdom,2014,1.722,53890.8647627838
United Kingdom,2013,0.364,56195.5118644143
United Kingdom,2012,0.566,60961.9140389103
United Kingdom,2011,0.834,63739.8912348792
United Kingdom,2010,-0.068,66694.9389076353
United Kingdom,2009,0.941,72125.315458803
United Kingdom,2008,0.828,78550.1722167093
United Kingdom,2007,1.321,84539.0150829793
United Kingdom,2006,1.238,88581.9368741875
United Kingdom,2005,1.104,92488.4413042543
United Kingdom,2004,1.019,97862.7540762458
United Kingdom,2003,1.179,102618.540465135
United Kingdom,2002,0.997,107770.759393659
United Kingdom,2001,0.617,109992.684875697
United Kingdom,2000,0.709,114951.354845456
United Kingdom,1999,1.121,119677.351145818
United Kingdom,1998,0.847,124554.185183254
United Kingdom,1997,0.867,127791.871600672
United Kingdom,1996,-0.156,130231.724714821
United Kingdom,1995,1.105,130927.696076743
United Kingdom,1994,0.398,128718.699057069
United Kingdom,1993,-0.031,135765.417974994
United Kingdom,1992,0.505,137621.814117708
United Kingdom,1991,0.193,138188.478428113
United Kingdom,1990,1.0,137607.97835943
United States of America,2014,0.463,730828.659455192
United States of America,2013,0.597,721475.055605471
United States of America,2012,1.437,714401.17249108
United States of America,2011,0.53,717423.690198875
United States of America,2010,0.679,722410.566141546
United States of America,2009,0.386,735358.695211077
United States of America,2008,0.203,738889.54094161
United States of America,2007,1.134,725974.6403866
United States of America,2006,1.013,719580.692062306
United States of America,2005,1.143,717356.20467005
United States of America,2004,0.855,704886.776627103
United States of America,2003,0.986,708554.517044191
United States of America,2002,0.946,706330.241904929
United States of America,2001,0.776,712676.764973809
United States of America,2000,0.991,717473.935246073
United States of America,1999,0.747,723454.873639721
United States of America,1998,1.261,737821.420619752
United States of America,1997,0.385,747177.110142734
United States of America,1996,-0.011,762203.846175451
United States of America,1995,0.626,767943.405720072
European Union,2006,1.126,141.023426929852
United States of America,1994,0.461,770450.426146208
United States of America,1993,0.005,764089.671266567
United States of America,1992,0.395,776869.789751931
United States of America,1991,0.525,777034.220915012
United States of America,1990,0.672,773854.896420295
Austria,2014,2.404,10.56252
Austria,2013,1.098,9.7524
Austria,2012,1.788,8.56388
Austria,2011,1.376,4.1022
Austria,2010,0.664,4.11596
Austria,2009,1.55,4.5408
Austria,2008,1.592,53.47136
Austria,2007,2.15,59.3916
Austria,2006,0.923,32.7316
Austria,2005,0.641,28.1564
Austria,2004,0.842,26.5396
Austria,2003,1.469,21.555384
Austria,2002,1.54,10.5092
Austria,2001,1.507,10.5092
Austria,2000,1.772,10.5092
Austria,1999,0.987,8.236693877544
Austria,1998,1.348,9.430603636348
Austria,1997,0.519,15.52644
Austria,1996,-0.195,7.92576
Austria,1995,0.944,6.43968
Austria,1994,1.965,0.75852
Canada,2014,0.273,0.151044896
Canada,2013,1.186,0.151044896
Canada,2012,2.14,0.151044896
Canada,2011,1.444,0.151044896
Canada,2010,2.917,0.151044896
Canada,2009,0.544,0.159715358724
Canada,2008,0.853,0.168385821276
Canada,2007,1.332,0.177056284
Canada,2006,2.353,0.185726746724
Canada,2005,1.298,0.194397209276
Canada,2004,0.51,0.203067672
Canada,2003,1.256,0.211738134724
Canada,2002,0.556,0.220408597276
Canada,2001,1.432,0.22907906
Canada,2000,1.299,0.237749522724
Canada,1999,1.708,0.246419985276
Canada,1998,2.476,0.255090448
Canada,1997,0.422,0.263760910724
Canada,1996,-0.122,0.272431373276
Canada,1995,0.94,0.281101836
Canada,1994,0.472,0.289772298724
Canada,1993,0.351,0.298442761276
Canada,1992,0.111,0.307113224
Canada,1991,0.34,0.315783686724
Canada,1990,0.086,0.324454149276
European Union,2014,2.057,74.339224081068
European Union,2013,0.901,68.492991964148
European Union,2012,1.315,93.1290384431
European Union,2011,1.143,127.22133417034
European Union,2010,0.488,119.446191157172
European Union,2009,1.326,77.369604336128
European Union,2005,1.03,155.965446411044
European Union,2004,0.92,132.425271746812
